ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA
91219,CVE,Male,2010,3.82,3.89,3.52,3.36,3.72,3.93
59290,CVE,Male,2010,3.41,3.96,2.90,3.20,3.66,3.75
95187,CVE,Male,2010,3.69,3.80,2.96,3.96,3.83,2.34
83557,CVE,Male,2014,2.21,2.73,1.92,1.56,2.42,2.41
70735,CVE,Male,2010,4.31,3.96,4.32,4.29,3.93,3.82
42220,CVE,Male,2011,2.10,2.35,1.96,1.10,2.21,3.13
94075,CVE,Male,2010,3.50,3.48,3.52,3.36,3.24,2.68
60969,CVE,Male,2010,4.22,3.70,3.78,4.67,4.28,3.52
24614,CVE,Male,2010,2.71,2.58,2.48,1.88,3.41,3.75
36772,CVE,Male,2010,3.90,4.02,3.60,3.90,3.66,3.06
30201,CVE,Male,2012,2.27,2.33,1.61,1.95,1.55,2.58
71947,CVE,Male,2010,3.09,2.70,2.84,2.94,3.10,2.41
60186,CVE,Male,2011,2.18,2.02,1.80,1.71,2.48,2.81
25083,CVE,Male,2010,3.19,3.36,2.63,2.81,3.48,3.05
59488,CVE,Male,2011,3.63,3.60,3.17,3.28,4.38,2.92
72247,CVE,Female,2011,3.88,4.06,3.35,4.00,4.14,2.85
58335,CVE,Male,2011,2.77,2.94,1.94,2.76,3.24,3.04
54760,CVE,Male,2011,2.80,3.11,2.58,2.82,3.38,3.21
42419,CVE,Male,2011,2.74,3.47,2.22,2.00,3.42,3.13
23767,CVE,Male,2011,2.74,3.02,1.96,2.63,3.52,2.97
68028,CVE,Male,2014,2.42,2.98,2.19,1.59,1.72,2.59
35325,CVE,Male,2011,3.32,3.49,3.02,3.16,3.87,3.13
42996,CVE,Male,2013,3.69,3.51,3.24,3.74,4.21,2.42
73835,CVE,Male,2011,4.65,4.45,4.42,4.86,4.90,4.22
31373,CVE,Female,2011,4.50,4.26,4.22,4.45,4.86,4.38
23879,CVE,Male,2012,3.48,3.31,2.43,3.30,3.81,3.28
40593,CVE,Male,2012,4.28,4.11,3.71,4.51,4.62,3.05
38697,CVE,Male,2012,4.57,4.43,4.35,4.56,4.66,3.21
34032,CVE,Male,2012,3.14,3.26,2.85,3.53,2.94,3.05
64900,CVE,Male,2012,3.25,3.43,2.43,3.19,3.79,3.28
42472,CVE,Male,2012,3.63,3.43,2.85,3.91,4.03,3.05
25421,CVE,Male,2012,2.45,2.85,2.13,2.18,2.52,2.59
35378,CVE,Male,2013,3.59,3.60,2.80,3.58,3.96,2.50
65303,CVE,Male,2012,3.49,4.02,2.84,3.25,3.38,2.58
67051,CVE,Male,2012,3.79,4.00,3.14,3.71,4.00,3.48
36946,CVE,Female,2012,3.95,3.74,3.18,4.07,4.55,2.19
53176,CVE,Male,2012,2.91,2.83,2.63,2.57,3.07,3.13
23774,CVE,Male,2013,2.68,2.55,1.71,2.63,3.11,2.41
69031,CVE,Male,2012,3.72,3.87,3.14,3.46,4.14,3.59
82585,CVE,Male,2012,3.59,4.06,3.11,3.40,3.62,2.95
85049,CVE,Male,2012,3.49,3.94,3.10,2.77,3.70,2.86
47393,CVE,Male,2012,2.91,3.34,2.35,2.16,2.60,2.73
78713,CVE,Male,2012,2.34,3.11,2.15,1.79,2.42,2.71
31003,CVE,Male,2012,3.74,3.98,3.20,3.40,4.03,3.05
80147,CVE,Male,2012,3.80,3.85,3.19,3.93,4.10,2.95
33831,CVE,Male,2012,3.32,4.13,3.03,2.76,3.68,3.40
86142,CVE,Male,2012,2.25,3.06,2.09,1.56,1.94,2.58
38726,CVE,Male,2012,2.69,3.19,2.03,2.02,2.97,3.44
56412,CVE,Male,2012,3.08,3.43,2.71,2.39,3.61,3.83
54186,CVE,Female,2012,4.09,3.77,3.13,4.24,4.76,3.75
86213,CVE,Male,2012,2.69,3.17,1.92,2.46,3.48,3.05
74310,CVE,Male,2012,2.67,2.74,2.71,2.54,2.52,2.43
41955,CVE,Male,2012,4.00,4.17,4.04,3.53,3.83,2.58
26232,CVE,Male,2012,3.07,3.53,2.88,2.84,2.84,2.86
59442,CVE,Female,2012,2.81,3.68,1.70,2.51,3.26,2.97
39065,CVE,Male,2012,4.47,4.11,4.12,4.56,4.83,3.30
38380,CVE,Male,2012,3.50,4.04,2.55,3.42,3.90,2.95
28743,CVE,Male,2012,3.71,3.34,3.13,3.80,4.19,3.83
30500,CVE,Male,2012,3.51,3.64,2.86,3.61,3.86,2.77
37185,CVE,Male,2012,3.12,3.30,2.57,2.94,3.39,2.92
57265,CVE,Male,2012,2.98,3.40,2.62,2.53,2.74,2.95
27946,CVE,Male,2012,4.18,4.19,3.79,4.38,4.23,2.73
88677,CVE,Male,2012,2.68,3.06,2.29,2.56,2.63,2.63
73002,CVE,Male,2012,3.79,3.70,3.29,3.98,4.07,2.73
61270,CVE,Male,2013,4.06,4.29,3.90,3.81,4.34,3.89
82842,CVE,Male,2013,3.74,4.07,3.69,3.47,3.90,2.29
49809,CVE,Female,2013,3.66,3.51,3.28,3.39,4.07,2.97
79970,CVE,Male,2013,3.41,4.07,3.20,2.53,3.90,3.30
91217,CVE,Male,2013,2.60,2.91,2.68,2.16,2.90,2.29
52379,CVE,Male,2013,3.07,3.33,2.92,2.93,2.72,2.34
52857,CVE,Male,2013,3.29,3.73,2.93,2.77,3.86,2.50
29071,CVE,Male,2013,3.10,3.69,2.93,2.19,4.17,2.27
62509,CVE,Male,2013,4.45,4.67,4.16,4.55,4.59,3.59
25804,CVE,Male,2013,4.12,4.38,3.59,4.05,4.28,3.26
92649,CVE,Male,2013,3.76,3.81,3.33,3.49,4.41,1.74
82371,CVE,Male,2013,4.70,4.69,4.57,4.74,4.76,3.05
78051,CVE,Male,2013,4.04,4.27,3.53,3.62,4.41,2.50
87285,CVE,Male,2013,3.04,3.47,3.24,2.47,3.03,2.11
30396,CVE,Male,2013,3.70,4.02,3.49,3.19,4.07,3.83
77710,CVE,Male,2013,2.62,3.27,2.85,2.04,2.65,3.75
54595,CVE,Female,2013,3.34,3.20,2.96,3.02,4.00,2.95
76723,CVE,Male,2013,4.93,4.96,4.92,4.93,4.97,4.44
27008,CVE,Male,2013,3.00,3.53,3.37,2.20,3.09,2.50
66793,CVE,Male,2013,4.75,4.67,4.63,4.81,4.83,4.02
34046,CVE,Female,2013,3.75,3.49,3.47,3.86,3.94,3.68
67596,CVE,Female,2013,3.97,3.87,3.76,3.80,4.24,2.81
82670,CVE,Female,2014,3.30,2.25,2.98,3.07,3.23,2.66
35726,CVE,Male,2013,2.58,3.04,2.65,1.51,2.90,2.07
60649,CVE,Male,2013,3.12,3.53,2.91,2.22,4.17,2.40
79339,CVE,Male,2013,3.79,4.13,3.71,3.48,4.15,2.58
86025,CVE,Male,2013,3.76,4.02,3.43,3.64,3.90,2.36
36782,CVE,Male,2013,3.53,3.29,3.05,3.09,4.41,2.64
75800,CVE,Female,2013,3.88,3.51,3.40,3.43,4.52,2.97
44424,CVE,Male,2013,4.61,4.58,4.18,4.79,4.86,2.47
42675,CVE,Male,2013,4.06,4.24,3.60,3.50,4.52,3.91
75819,CVE,Male,2013,3.94,4.31,3.39,4.02,4.28,3.68
42576,CVE,Male,2013,3.62,3.56,2.92,3.26,4.07,3.33
29972,CVE,Male,2014,2.18,3.42,2.08,2.00,2.16,2.01
38784,CVE,Male,2013,2.75,3.24,3.07,1.90,2.91,3.33
27405,CVE,Male,2013,3.02,2.27,2.36,2.76,4.32,2.23
68101,CVE,Male,2013,3.30,3.73,2.98,2.96,3.66,4.10
65727,CVE,Male,2013,4.04,4.27,3.82,3.76,4.17,2.66
48948,CVE,Female,2013,4.44,4.53,4.33,4.21,4.62,3.31
84566,CVE,Male,2013,4.14,3.78,3.84,4.18,4.52,2.97
52491,CVE,Male,2013,4.33,4.51,4.08,4.24,4.72,3.91
39135,CVE,Male,2013,4.36,4.16,4.21,4.38,4.72,3.54
70139,CVE,Male,2013,4.58,4.71,4.47,4.43,4.52,2.66
42515,CVE,Female,2013,3.92,3.53,3.43,4.02,4.48,2.88
86402,CVE,Male,2013,2.67,3.18,3.03,1.73,2.71,3.28
78099,CVE,Male,2013,3.08,2.69,3.33,2.29,3.59,2.34
34874,CVE,Male,2013,2.64,3.56,2.49,1.86,3.40,3.05
25284,CVE,Male,2013,4.30,4.31,4.00,4.19,4.76,3.28
71608,CVE,Female,2013,3.97,3.82,3.81,3.98,4.17,3.52
50000,CVE,Male,2014,4.18,4.58,3.63,4.02,4.14,2.15
29825,CVE,Female,2014,3.97,3.82,3.33,4.19,4.28,2.57
58755,CVE,Male,2014,4.62,4.73,4.27,4.67,4.66,3.54
57169,CVE,Female,2014,4.54,4.60,4.02,4.60,4.90,2.98
36334,CVE,Male,2014,3.75,3.82,3.14,3.64,4.00,2.81
33829,CVE,Male,2014,4.62,4.73,4.25,4.52,4.83,3.68
94544,CVE,Male,2014,3.27,3.56,2.45,2.87,3.66,2.97
73687,CVE,Male,2014,4.55,4.47,4.24,4.55,4.72,4.38
93621,CVE,Male,2014,3.45,3.49,2.66,3.19,3.52,2.77
41187,CVE,Male,2014,2.97,3.60,2.63,2.54,2.81,2.17
79248,CVE,Male,2014,2.99,3.22,2.30,2.70,3.16,2.89
85272,CVE,Male,2014,2.88,3.42,2.33,2.45,2.81,3.05
45600,CVE,Male,2014,3.74,4.00,3.19,3.68,3.39,2.71
24628,CVE,Female,2014,3.36,3.89,3.07,2.89,2.97,2.88
80844,CVE,Male,2014,4.20,4.11,3.48,4.31,4.66,2.95
25001,CVE,Male,2014,3.76,3.87,3.17,3.38,4.24,2.42
53846,CVE,Male,2014,3.76,3.78,2.90,3.70,4.10,3.75
27786,CVE,Male,2014,3.86,4.29,3.19,3.71,4.00,3.19
93343,CVE,Male,2014,3.39,3.73,2.57,2.89,4.10,3.89
31987,CVE,Male,2014,3.63,3.64,2.36,4.05,4.17,2.33
29342,CVE,Female,2014,3.60,3.67,3.14,3.26,3.65,3.13
43835,CVE,Male,2014,4.01,4.04,3.03,4.10,4.52,3.40
71737,CVE,Female,2014,3.45,3.27,2.90,3.25,4.19,1.88
31199,CVE,Female,2014,3.85,3.84,2.96,3.86,4.41,2.25
46974,CVE,Female,2014,4.68,4.80,4.29,4.67,4.93,3.52
68748,CVE,Male,2014,2.88,2.42,2.50,2.74,3.48,2.60
52666,CVE,Male,2014,3.19,3.71,2.55,3.04,3.24,2.01
82832,CVE,Male,2014,3.79,3.98,3.04,3.91,4.10,2.66
40620,CVE,Male,2014,4.22,3.96,3.72,4.48,4.48,2.71
60454,CVE,Male,2014,2.71,3.31,2.52,2.35,2.58,3.13
68544,CVE,Male,2014,3.69,4.16,2.94,3.37,3.68,2.71
52469,CVE,Female,2014,4.46,4.42,3.88,4.57,4.79,4.17
75437,CVE,Male,2014,4.44,4.53,3.86,4.38,4.76,2.88
67693,CVE,Male,2014,2.81,3.36,2.28,2.52,2.63,2.03
51382,CVE,Male,2014,2.92,2.96,2.36,2.81,3.19,2.64
55563,CVE,Male,2014,3.90,3.58,3.35,3.98,4.17,2.66
85190,CVE,Male,2014,2.61,3.02,2.24,2.19,2.32,1.98
91737,CIS,Male,2010,1.90,2.18,2.53,1.17,1.59,2.89
25219,CIS,Male,2010,1.95,2.96,1.47,0.97,1.78,3.06
71274,CIS,Male,2010,3.77,4.40,3.34,3.62,3.64,3.67
64984,CIS,Male,2011,2.24,2.62,2.74,1.39,2.04,3.05
42991,CIS,Male,2010,4.30,4.00,4.26,4.41,4.59,3.68
27117,CIS,Male,2010,1.91,2.53,2.26,1.69,1.54,2.71
63022,CIS,Female,2011,2.55,3.15,2.63,1.34,2.61,2.27
38806,CIS,Male,2010,2.28,2.74,2.51,2.29,1.83,2.59
87285,CIS,Male,2010,2.37,3.21,2.56,1.95,1.66,2.89
80766,CIS,Male,2010,3.99,4.19,3.91,3.69,4.07,2.97
65201,CIS,Female,2010,3.88,3.38,4.04,4.14,4.10,3.23
67808,CIS,Male,2010,3.18,3.45,2.98,2.90,3.31,3.57
84887,CIS,Male,2010,4.70,4.83,4.65,4.55,4.69,4.17
86150,CIS,Male,2010,4.39,4.40,4.40,4.31,4.40,2.50
54478,CIS,Male,2010,2.55,2.98,2.06,2.45,2.72,2.81
59738,CIS,Male,2010,2.91,3.26,2.92,2.52,2.80,2.97
75310,CIS,Female,2010,3.15,3.57,3.14,2.66,3.04,3.59
42582,CIS,Male,2010,4.36,4.43,4.28,4.48,4.29,3.13
76998,CIS,Female,2010,4.73,4.68,4.88,4.55,4.76,2.64
48412,CIS,Male,2010,3.73,3.98,3.84,3.31,3.62,3.44
55683,CIS,Male,2010,2.70,3.32,2.22,2.79,2.55,3.57
58499,CIS,Female,2010,4.43,4.30,4.53,4.38,4.50,4.53
67244,CIS,Male,2011,2.09,3.15,1.88,1.86,1.80,2.63
54796,CIS,Female,2010,3.47,3.26,3.35,3.52,3.79,2.14
39708,CIS,Male,2010,2.20,2.85,1.86,1.66,2.29,3.75
41932,CIS,Female,2010,4.78,4.87,4.81,4.66,4.74,3.66
90694,CIS,Male,2010,2.81,3.19,2.58,3.06,2.44,3.13
66757,CIS,Male,2010,3.79,4.00,3.33,3.48,4.24,3.61
53027,CIS,Male,2010,3.88,3.66,3.84,3.69,4.31,3.33
24569,CIS,Male,2010,4.75,4.91,4.70,4.69,4.64,2.32
66662,CIS,Female,2010,3.27,2.94,3.13,3.72,3.48,3.13
73532,CIS,Female,2010,4.70,4.91,4.67,4.48,4.64,3.89
80757,CIS,Female,2010,3.02,2.53,2.70,3.29,3.71,2.92
71321,CIS,Male,2010,3.36,3.62,3.02,3.31,3.45,3.33
94724,CIS,Female,2010,3.81,3.55,4.18,3.77,3.72,4.10
44646,CIS,Female,2010,3.39,2.68,3.45,3.90,3.74,3.67
87905,CIS,Male,2010,3.41,3.89,3.15,3.69,2.98,2.81
68313,CIS,Male,2010,3.67,3.53,3.72,3.55,3.86,4.17
90584,CIS,Male,2010,3.48,3.51,3.21,3.52,3.71,2.81
96676,CIS,Male,2010,2.55,3.30,2.61,2.06,2.21,3.57
68321,CIS,Male,2010,3.43,3.45,3.30,3.48,3.51,2.71
78809,CIS,Female,2010,3.18,3.43,3.13,3.10,3.02,2.41
91301,CIS,Male,2010,2.17,2.36,2.37,2.45,1.70,2.19
90318,CIS,Male,2010,3.51,3.87,3.44,3.48,3.22,3.20
82681,CIS,Male,2010,3.44,3.83,3.26,2.72,3.70,3.33
40720,CIS,Male,2010,3.03,4.06,2.79,2.68,2.56,3.28
32115,CIS,Female,2011,2.62,2.61,2.44,2.26,3.08,3.20
87965,CIS,Female,2011,4.22,4.32,4.23,3.87,4.14,4.38
95071,CIS,Male,2011,2.43,2.89,1.84,2.10,2.74,3.33
72615,CIS,Male,2011,2.81,3.04,2.65,2.77,2.79,2.50
86281,CIS,Male,2011,3.68,3.72,3.42,3.93,3.71,3.21
34417,CIS,Female,2011,3.75,3.66,3.74,4.00,3.69,2.50
91820,CIS,Male,2011,2.46,2.81,2.43,2.66,2.15,3.30
78519,CIS,Male,2011,2.92,3.47,2.43,3.24,2.72,3.13
92199,CIS,Female,2011,4.44,3.66,4.86,4.59,4.79,3.52
71023,CIS,Male,2012,3.19,3.40,2.22,3.55,2.60,2.97
88938,CIS,Female,2011,3.89,3.72,3.88,4.31,3.79,2.77
73432,CIS,Male,2011,3.13,2.83,2.88,2.97,3.65,2.66
23836,CIS,Male,2011,4.00,4.00,4.30,3.66,3.93,3.61
42007,CIS,Male,2011,3.16,3.40,2.91,3.21,3.14,3.75
47144,CIS,Male,2011,2.59,2.57,2.22,2.78,2.76,2.50
74708,CIS,Female,2011,4.57,4.28,4.56,4.62,4.86,3.68
40057,CIS,Male,2011,2.79,2.79,2.67,2.90,2.86,2.42
71396,CIS,Male,2011,2.76,2.81,2.62,3.17,2.58,3.54
66947,CIS,Male,2011,2.70,3.09,2.20,2.79,2.72,2.95
48942,CIS,Female,2011,2.76,2.79,3.04,2.81,2.47,3.20
39139,CIS,Male,2011,2.74,3.06,2.26,2.76,2.94,3.67
51824,CIS,Male,2011,2.44,3.64,1.83,2.39,2.11,2.81
55072,CIS,Male,2011,3.65,3.79,3.81,3.24,3.49,3.83
61539,CIS,Male,2011,3.73,3.87,3.88,3.59,3.50,3.02
94967,CIS,Female,2011,4.50,4.21,4.53,4.55,4.74,2.77
73929,CIS,Female,2011,4.23,3.89,4.14,4.38,4.60,3.59
72447,CIS,Female,2011,2.96,3.09,2.66,3.23,2.96,2.58
67866,CIS,Male,2011,2.51,3.28,2.51,2.55,1.92,2.81
91641,CIS,Female,2011,2.34,3.36,2.04,2.00,2.05,2.25
49646,CIS,Female,2011,3.99,3.91,3.62,4.07,4.43,3.44
77442,CIS,Female,2011,3.87,3.66,4.00,4.07,3.83,3.13
46029,CIS,Male,2011,2.67,1.83,2.61,3.52,3.06,2.50
34609,CIS,Male,2012,2.71,3.21,2.09,2.32,2.16,3.66
33122,CIS,Male,2011,2.54,2.96,2.77,2.45,2.07,2.86
37816,CIS,Male,2011,2.62,3.02,2.20,2.55,2.76,2.86
34290,CIS,Female,2011,2.93,2.83,2.91,3.06,2.96,2.59
27955,CIS,Male,2012,2.84,3.77,3.15,2.79,2.00,3.93
57151,CIS,Female,2011,3.49,3.79,3.56,3.17,3.31,3.59
58451,CIS,Male,2011,2.59,3.15,2.27,2.58,2.41,2.15
75755,CIS,Male,2012,1.95,2.53,1.80,1.79,1.77,2.64
24918,CIS,Male,2011,3.37,3.17,3.36,3.55,3.50,2.71
72558,CIS,Female,2011,4.08,3.64,4.28,4.21,4.29,2.14
62937,CIS,Female,2011,2.54,2.60,2.64,2.62,2.32,2.19
73791,CIS,Female,2011,3.47,3.53,3.76,3.38,3.14,3.05
57913,CIS,Female,2011,3.33,3.21,3.42,3.10,3.51,2.86
68603,CIS,Male,2012,2.35,3.34,2.13,2.74,1.75,2.50
93086,CIS,Female,2011,4.05,3.55,4.11,4.28,4.38,3.21
64973,CIS,Male,2012,2.15,3.09,2.26,2.16,1.56,2.23
61082,CIS,Male,2011,2.77,2.94,2.53,2.77,2.91,2.27
72797,CIS,Male,2011,2.45,2.89,2.10,1.87,2.75,2.86
44651,CIS,Male,2011,3.09,3.45,2.84,3.34,2.79,3.21
83149,CIS,Male,2011,3.66,3.17,3.98,4.07,3.60,2.86
60578,CIS,Male,2012,2.84,2.43,3.23,2.54,2.56,2.81
83312,CIS,Male,2011,3.57,3.91,3.40,3.69,3.29,3.59
47979,CIS,Female,2012,2.44,3.04,2.50,2.55,1.89,3.75
91873,CIS,Male,2011,3.56,3.34,3.75,3.45,3.70,3.36
87123,CIS,Female,2011,2.51,2.87,2.55,2.55,2.25,2.89
59674,CIS,Female,2011,3.04,3.30,3.53,2.90,2.45,2.86
88888,CIS,Male,2013,1.97,2.96,1.84,2.06,1.54,2.63
50564,CIS,Female,2011,3.52,3.00,3.44,3.66,4.10,2.97
23766,CIS,Female,2011,4.41,4.30,4.37,4.24,4.69,4.22
66075,CIS,Male,2011,2.78,3.53,2.47,2.81,2.46,3.75
77151,CIS,Male,2011,3.25,3.49,2.84,3.34,3.40,3.91
58777,CIS,Female,2011,4.16,3.81,4.51,4.24,4.14,2.42
65687,CIS,Male,2011,3.18,3.74,3.47,2.97,2.60,3.36
70085,CIS,Female,2011,3.88,3.53,3.78,3.90,4.36,3.33
25819,CIS,Male,2013,2.60,2.91,2.26,2.13,2.96,3.28
54788,CIS,Female,2011,3.44,2.96,3.42,3.74,3.77,3.05
88976,CIS,Female,2011,2.50,2.49,2.43,2.48,2.58,2.77
76865,CIS,Male,2011,3.58,3.62,3.09,4.14,3.69,3.30
64243,CIS,Male,2011,3.41,2.91,3.33,3.87,3.72,2.59
31788,CIS,Male,2011,4.40,4.21,4.60,4.28,4.50,2.86
31030,CIS,Female,2011,4.05,4.15,4.33,3.97,3.71,3.84
56515,CIS,Female,2011,2.79,2.91,3.14,2.94,2.34,2.66
88281,CIS,Male,2011,4.83,4.74,4.79,4.93,4.88,4.45
32319,CIS,Female,2011,4.68,4.68,4.81,4.62,4.60,3.83
31189,CIS,Female,2011,4.07,3.57,3.98,4.52,4.40,2.11
66271,CIS,Female,2011,4.12,3.62,4.24,4.34,4.40,3.75
90444,CIS,Female,2011,3.91,3.57,4.09,3.90,4.10,2.32
86550,CIS,Male,2013,2.19,3.09,3.36,1.32,1.98,2.81
72654,CIS,Male,2012,2.81,2.74,2.27,1.87,2.81,2.81
41972,CIS,Male,2011,3.80,4.00,3.79,3.90,3.50,3.48
63117,CIS,Male,2013,2.52,3.79,1.42,2.13,2.48,2.27
92544,CIS,Male,2011,3.37,3.66,2.82,3.73,3.21,3.48
68521,CIS,Female,2012,3.34,3.30,3.23,3.16,3.38,2.58
54961,CIS,Female,2012,4.41,4.24,4.35,4.76,4.40,3.04
86952,CIS,Female,2013,3.58,3.38,3.68,3.45,3.76,2.73
49064,CIS,Male,2012,3.44,3.93,3.41,3.17,2.90,2.19
40464,CIS,Male,2012,2.94,3.71,2.93,2.71,2.36,2.59
41942,CIS,Female,2013,1.87,2.20,2.43,1.62,1.42,3.04
48944,CIS,Female,2012,3.86,4.13,3.84,3.55,3.82,3.28
71570,CIS,Female,2013,3.58,3.80,3.19,3.63,3.70,4.45
60657,CIS,Female,2012,3.27,3.62,2.73,3.03,3.63,3.36
32884,CIS,Female,2012,4.28,4.16,4.26,4.83,4.07,3.20
60275,CIS,Male,2012,2.82,2.93,2.85,2.68,2.73,2.21
32077,CIS,Male,2012,3.65,4.11,3.37,3.55,3.39,3.91
79645,CIS,Male,2012,3.36,3.67,3.07,3.19,2.90,3.26
32034,CIS,Male,2012,4.20,4.36,4.09,4.48,3.80,3.26
97102,CIS,Male,2012,3.25,4.04,3.16,2.87,2.67,3.40
28448,CIS,Female,2012,4.52,4.53,4.49,4.62,4.48,2.98
87742,CIS,Male,2012,3.97,4.24,4.05,3.90,3.64,3.75
53672,CIS,Male,2012,3.56,4.04,3.22,3.35,3.40,3.54
84617,CIS,Female,2012,3.16,3.38,3.60,2.72,2.72,3.57
65484,CIS,Male,2012,4.43,4.91,4.30,4.83,3.76,4.10
63878,CIS,Female,2012,4.20,4.11,4.28,3.97,4.38,2.81
64614,CIS,Female,2012,4.00,3.93,3.95,4.14,4.02,3.68
41650,CIS,Female,2012,3.99,4.27,3.81,4.10,3.61,3.36
62642,CIS,Female,2012,3.81,3.96,3.41,3.69,3.98,3.30
64369,CIS,Male,2012,3.92,3.89,3.59,4.38,4.00,2.76
90349,CIS,Male,2012,3.61,3.20,3.48,3.93,3.33,2.14
93599,CIS,Male,2012,3.18,4.13,3.00,2.55,2.85,2.99
82482,CIS,Male,2012,3.81,3.96,3.70,3.86,3.57,4.24
83873,CIS,Male,2013,2.76,3.42,2.60,3.16,2.20,2.77
47714,CIS,Male,2012,4.52,4.56,4.63,4.21,4.57,4.14
87548,CIS,Male,2012,3.53,3.51,3.77,3.48,3.33,3.67
35241,CIS,Male,2013,2.08,3.31,2.15,1.42,1.62,2.19
45611,CIS,Male,2012,4.49,4.36,4.19,4.81,4.32,4.93
82166,CIS,Female,2012,3.27,3.87,3.05,2.87,3.15,2.50
55674,CIS,Male,2013,2.52,3.33,2.45,2.26,2.15,3.52
61442,CIS,Female,2012,3.18,3.07,3.10,3.38,3.06,2.50
78089,CIS,Male,2012,3.88,3.91,3.56,3.76,3.74,3.68
72320,CIS,Male,2012,4.35,4.58,4.26,4.79,3.73,2.98
40771,CIS,Male,2012,3.23,3.42,2.80,3.03,3.36,2.88
30560,CIS,Female,2012,3.86,3.76,3.88,4.34,3.60,4.14
72940,CIS,Male,2012,2.74,2.76,2.83,2.72,2.29,2.19
54888,CIS,Male,2012,3.78,3.98,3.35,3.81,3.98,2.71
33381,CIS,Male,2012,4.50,4.71,4.26,4.79,4.13,3.98
38897,CIS,Male,2012,4.36,4.38,4.19,4.39,4.31,3.20
39152,CIS,Male,2013,2.66,3.56,2.60,2.38,2.22,2.85
35913,CIS,Male,2012,4.25,3.82,4.33,4.79,4.25,3.59
27069,CIS,Male,2012,3.52,3.51,3.64,4.14,2.87,3.67
26554,CIS,Female,2012,4.03,3.71,3.93,4.48,4.17,3.82
59815,CIS,Male,2013,3.63,4.49,3.41,3.62,2.98,3.23
26765,CIS,Male,2012,3.32,3.58,3.26,3.66,2.91,2.14
61118,CIS,Male,2012,3.67,4.04,3.49,3.19,3.63,3.59
70357,CIS,Female,2013,2.60,2.53,2.18,3.45,2.64,2.73
53131,CIS,Male,2012,3.83,4.07,3.74,3.42,3.48,2.92
83079,CIS,Male,2012,4.31,4.27,4.42,4.59,4.05,2.81
52475,CIS,Female,2012,3.14,3.38,3.15,2.79,3.11,2.40
30887,CIS,Male,2013,2.65,3.69,2.66,2.03,2.24,2.29
88682,CIS,Female,2012,3.38,3.02,3.25,3.38,3.58,2.97
31120,CIS,Male,2012,3.27,3.80,2.63,3.45,3.15,3.28
96364,CIS,Male,2012,3.77,4.38,3.56,4.00,2.96,3.47
54794,CIS,Male,2012,4.36,4.53,4.33,4.62,4.02,3.06
60990,CIS,Male,2012,3.25,3.76,3.43,3.06,2.46,2.02
81739,CIS,Male,2012,3.33,3.76,3.47,3.03,2.74,3.19
34861,CIS,Male,2012,4.38,4.67,4.04,4.52,3.93,3.06
35610,CIS,Male,2012,3.91,3.89,3.81,4.07,3.93,3.96
79096,CIS,Male,2013,2.55,2.58,2.68,2.29,2.52,1.77
46386,CIS,Male,2013,2.18,2.76,2.00,2.23,1.96,2.50
70814,CIS,Male,2012,3.50,3.64,3.19,3.34,3.44,3.57
61240,CIS,Male,2012,4.25,4.22,4.30,4.45,3.93,3.67
86821,CIS,Female,2012,3.44,3.56,3.16,3.59,3.36,2.58
84495,CIS,Male,2014,2.66,3.02,2.33,2.71,2.65,3.13
68942,CIS,Female,2012,2.88,2.76,2.56,3.23,3.08,2.34
66947,CIS,Female,2012,4.62,4.67,4.70,4.83,4.36,3.28
86493,CIS,Female,2013,2.37,3.18,2.04,1.93,2.28,2.33
67112,CIS,Male,2014,3.14,3.44,2.89,2.56,3.10,3.89
67008,CIS,Male,2012,3.05,3.09,2.79,3.57,2.82,2.95
71375,CIS,Female,2012,2.94,3.96,2.84,1.90,2.83,3.59
73469,CIS,Female,2012,3.32,3.49,2.91,3.33,3.53,3.19
49466,CIS,Male,2012,3.18,3.64,1.92,3.23,2.98,2.85
52401,CIS,Male,2012,3.87,4.62,3.00,4.34,3.42,3.66
79158,CIS,Male,2013,3.23,3.07,2.94,4.07,3.16,2.50
90211,CIS,Female,2012,3.91,3.50,3.50,4.29,3.67,2.66
53606,CIS,Female,2013,3.43,3.91,3.74,2.38,3.36,3.33
26701,CIS,Female,2013,4.15,4.31,4.29,4.00,3.95,3.89
25612,CIS,Male,2013,2.97,3.51,2.23,2.38,3.47,3.13
62015,CIS,Male,2013,3.66,4.04,3.36,3.28,3.80,3.06
55526,CIS,Male,2014,2.29,2.33,1.77,2.41,2.58,3.13
34632,CIS,Male,2013,2.86,3.24,2.82,2.81,2.62,2.64
58432,CIS,Male,2013,3.91,3.67,4.14,3.93,3.93,3.75
83474,CIS,Male,2014,2.00,1.89,1.54,1.74,2.43,2.81
86006,CIS,Female,2013,4.49,4.16,4.76,4.52,4.57,3.75
96520,CIS,Male,2013,3.54,3.62,3.43,3.66,3.48,2.81
54194,CIS,Male,2013,3.59,3.04,3.14,3.89,4.29,2.34
48385,CIS,Female,2013,4.01,4.00,3.93,4.10,4.05,3.36
52844,CIS,Female,2013,3.64,3.84,3.76,3.03,3.71,3.06
53071,CIS,Female,2013,3.74,3.40,3.91,3.48,4.12,2.67
90740,CIS,Male,2013,4.20,4.44,4.48,3.52,4.14,4.24
